company,sector,model_type,problem_type,sequence_length,epoch,train_loss,val_loss,train_samples,val_samples,test_samples
D,Utilities,LSTM,classification,12,13,0.5856809204084832,0.9088233465879736,285,71,71
D,Utilities,LSTM,classification,12,14,0.5923806180033767,1.0895394867574666,285,71,71
D,Utilities,LSTM,classification,12,15,0.5711161412690815,1.010310280490929,285,71,71
D,Utilities,LSTM,classification,12,16,0.5794279782395614,0.9693792143338164,285,71,71
D,Utilities,LSTM,classification,12,17,0.5674102586612367,1.0771679550829067,285,71,71
D,Utilities,LSTM,classification,12,18,0.5593327503455313,1.024037736402431,285,71,71
D,Utilities,LSTM,classification,12,19,0.5505464591478046,1.0771383273769433,285,71,71
D,Utilities,LSTM,classification,12,20,0.5482481770348131,1.0998695450769345,285,71,71
DIS,Services,LSTM,classification,12,1,0.6860968587828464,0.6933647179212726,244,61,60
DIS,Services,LSTM,classification,12,2,0.6644909098500111,0.6966708458837916,244,61,60
DIS,Services,LSTM,classification,12,3,0.6680287239981479,0.7002853399417439,244,61,60
DIS,Services,LSTM,classification,12,4,0.6405792021360553,0.7087679016785543,244,61,60
DIS,Services,LSTM,classification,12,5,0.6370802853928238,0.7245534863628325,244,61,60
DIS,Services,LSTM,classification,12,6,0.6349301562934625,0.7484115166742293,244,61,60
DIS,Services,LSTM,classification,12,7,0.6434688050238813,0.782239170348058,244,61,60
DIS,Services,LSTM,classification,12,8,0.6355667847101806,0.8792221204179232,244,61,60
DIS,Services,LSTM,classification,12,9,0.6218205152964983,1.0425243494940586,244,61,60
DIS,Services,LSTM,classification,12,10,0.6187369999338369,1.1340982386323273,244,61,60
