company,sector,model_type,problem_type,sequence_length,epoch,train_loss,val_loss,train_samples,val_samples,test_samples
CELG,Healthcare,BiLSTM,regression,12,15,0.3316943339037097,0.7200499843742888,239,59,59
CELG,Healthcare,BiLSTM,regression,12,16,0.33124344758533536,0.696846889237226,239,59,59
CELG,Healthcare,BiLSTM,regression,12,17,0.3351594932907296,0.7741301352694884,239,59,59
CELG,Healthcare,BiLSTM,regression,12,18,0.347104636227486,0.8344758253986553,239,59,59
CMCSA,Services,BiLSTM,regression,12,1,0.44372222972455,0.38571191375905817,177,44,44
CMCSA,Services,BiLSTM,regression,12,2,0.3773415797511063,0.38809008489955554,177,44,44
CMCSA,Services,BiLSTM,regression,12,3,0.3790784026943358,0.38955988125367597,177,44,44
CMCSA,Services,BiLSTM,regression,12,4,0.34071455348682944,0.39253733916716144,177,44,44
CMCSA,Services,BiLSTM,regression,12,5,0.3735303244853424,0.4009007919918407,177,44,44
CMCSA,Services,BiLSTM,regression,12,6,0.3453238049132676,0.41643171960657294,177,44,44
CMCSA,Services,BiLSTM,regression,12,7,0.3590404893887245,0.4447334192015908,177,44,44
CMCSA,Services,BiLSTM,regression,12,8,0.34521215228037644,0.49411676688627765,177,44,44
CMCSA,Services,BiLSTM,regression,12,9,0.3062805216022804,0.6017888188362122,177,44,44
CMCSA,Services,BiLSTM,regression,12,10,0.32963242983750707,0.7111611474644054,177,44,44
CMCSA,Services,BiLSTM,regression,12,11,0.3287080747764663,0.7546662308953025,177,44,44
CMCSA,Services,BiLSTM,regression,12,12,0.34572188640381657,0.8046755682338368,177,44,44
CMCSA,Services,BiLSTM,regression,12,13,0.3385758287152328,0.8981841585852883,177,44,44
CMCSA,Services,BiLSTM,regression,12,14,0.31619231428130196,0.9808064699172974,177,44,44
CMCSA,Services,BiLSTM,regression,12,15,0.3127442133628716,1.1133668964559382,177,44,44
CMCSA,Services,BiLSTM,regression,12,16,0.2968294617988296,1.1712324294176968,177,44,44
CSCO,Technology,BiLSTM,regression,12,1,0.3676750381146708,0.5838428389641547,248,62,62
CSCO,Technology,BiLSTM,regression,12,2,0.3412353439677146,0.5794011123718754,248,62,62
CSCO,Technology,BiLSTM,regression,12,3,0.3227827299025751,0.5704104458132098,248,62,62
CSCO,Technology,BiLSTM,regression,12,4,0.3165822927990267,0.5561177730560303,248,62,62
CSCO,Technology,BiLSTM,regression,12,5,0.31650405112774144,0.5558919483615506,248,62,62
CSCO,Technology,BiLSTM,regression,12,6,0.30920389727238684,0.5667080436983416,248,62,62
CSCO,Technology,BiLSTM,regression,12,7,0.2928038686513901,0.6199034779302536,248,62,62
CSCO,Technology,BiLSTM,regression,12,8,0.3063160604046237,0.678978483523092,248,62,62
CSCO,Technology,BiLSTM,regression,12,9,0.29723689056211905,0.7369647391380802,248,62,62
CSCO,Technology,BiLSTM,regression,12,10,0.29649994257957707,0.8112914004633504,248,62,62
CSCO,Technology,BiLSTM,regression,12,11,0.29084580944430444,0.7588983620366743,248,62,62
CSCO,Technology,BiLSTM,regression,12,12,0.29992631318107726,0.7841354166307757,248,62,62
CSCO,Technology,BiLSTM,regression,12,13,0.2848628701702241,0.7505946851545765,248,62,62
CSCO,Technology,BiLSTM,regression,12,14,0.2878305070823239,0.724128161707232,248,62,62
CSCO,Technology,BiLSTM,regression,12,15,0.276341040768931,0.7226787247965413,248,62,62
CSCO,Technology,BiLSTM,regression,12,16,0.2673159938666128,0.7353078299953092,248,62,62
CSCO,Technology,BiLSTM,regression,12,17,0.26424773806525814,0.7869356255377492,248,62,62
CSCO,Technology,BiLSTM,regression,12,18,0.2557868476836912,0.8269841132625457,248,62,62
CSCO,Technology,BiLSTM,regression,12,19,0.259390767062864,0.8069973107307188,248,62,62
CSCO,Technology,BiLSTM,regression,12,20,0.2705158062519566,0.833667359044475,248,62,62
CVX,Basic Matierials,BiLSTM,regression,12,1,0.4291633555182704,0.9974819377616599,216,54,53
CVX,Basic Matierials,BiLSTM,regression,12,2,0.3608767793134407,0.9971566156104759,216,54,53
CVX,Basic Matierials,BiLSTM,regression,12,3,0.366991984071555,1.002063274383545,216,54,53
CVX,Basic Matierials,BiLSTM,regression,12,4,0.3597796090223171,1.0123221035356875,216,54,53
CVX,Basic Matierials,BiLSTM,regression,12,5,0.3421186567456634,1.0238287404731468,216,54,53
CVX,Basic Matierials,BiLSTM,regression,12,6,0.34107899610643033,1.0576453871197171,216,54,53
CVX,Basic Matierials,BiLSTM,regression,12,7,0.31828740846227715,1.0839489433500502,216,54,53
CVX,Basic Matierials,BiLSTM,regression,12,8,0.3350326167764487,1.1404099111203794,216,54,53
CVX,Basic Matierials,BiLSTM,regression,12,9,0.32028707558358155,1.3334710686295121,216,54,53
CVX,Basic Matierials,BiLSTM,regression,12,10,0.30401985154107763,1.5327226365054096,216,54,53
CVX,Basic Matierials,BiLSTM,regression,12,11,0.31300766904045035,1.7604851722717285,216,54,53
CVX,Basic Matierials,BiLSTM,regression,12,12,0.31461629271507263,1.9398919211493597,216,54,53
CVX,Basic Matierials,BiLSTM,regression,12,13,0.3089041158005043,1.9598784535019487,216,54,53
CVX,Basic Matierials,BiLSTM,regression,12,14,0.29755726235884206,2.0161578831849276,216,54,53
CVX,Basic Matierials,BiLSTM,regression,12,15,0.29388781250626955,2.2038338537569397,216,54,53
CVX,Basic Matierials,BiLSTM,regression,12,16,0.292236044175095,2.2583978794239186,216,54,53
CVX,Basic Matierials,BiLSTM,regression,12,17,0.2931559193465445,2.217822127872043,216,54,53
D,Utilities,BiLSTM,regression,12,1,0.419895080725352,0.42405074582972996,285,71,71
D,Utilities,BiLSTM,regression,12,2,0.3994402354746534,0.42491872713599405,285,71,71
D,Utilities,BiLSTM,regression,12,3,0.3784673992479057,0.4263142254990591,285,71,71
D,Utilities,BiLSTM,regression,12,4,0.3721539409014217,0.4325897147957708,285,71,71
D,Utilities,BiLSTM,regression,12,5,0.34758367020832864,0.4395835903328909,285,71,71
D,Utilities,BiLSTM,regression,12,6,0.37506371443731745,0.4520332418696981,285,71,71
D,Utilities,BiLSTM,regression,12,7,0.35512617774177013,0.49039829784715677,285,71,71
D,Utilities,BiLSTM,regression,12,8,0.3391753575258088,0.5668767103007142,285,71,71
D,Utilities,BiLSTM,regression,12,9,0.3294546668466769,0.5626196365960887,285,71,71
D,Utilities,BiLSTM,regression,12,10,0.3426397954685646,0.6453226410167318,285,71,71
